Date,Open,High,Low,Close,Adj Close,Volume
2021-08-26,63.959999,64.250000,62.529999,62.610001,62.610001,6379500
2021-08-27,62.720001,63.720001,62.490002,63.430000,63.430000,6332600
2021-08-30,63.700001,65.050003,63.450001,64.699997,64.699997,8071900
2021-08-31,64.519997,65.150002,64.160004,64.500000,64.500000,9157900
2021-09-01,64.650002,66.720001,64.650002,65.550003,65.550003,15284300
2021-09-02,65.970001,66.050003,64.410004,64.599998,64.599998,8589700
2021-09-03,64.430000,65.089996,63.849998,64.660004,64.660004,5060100
2021-09-07,64.709999,65.129997,64.150002,64.980003,64.980003,7149400
2021-09-08,64.940002,65.360001,62.080002,62.270000,62.270000,11767200
2021-09-09,62.360001,63.180000,62.240002,62.459999,62.459999,8168900
2021-09-10,62.950001,63.369999,61.470001,61.560001,61.560001,7032100
2021-09-13,61.299999,61.410000,58.450001,59.660000,59.660000,16851600
2021-09-14,60.070000,60.700001,59.490002,60.189999,60.189999,8240100
2021-09-15,60.099998,61.910000,59.639999,61.840000,61.840000,13074500
2021-09-16,61.529999,62.610001,60.930000,62.290001,62.290001,9918700
2021-09-17,62.099998,62.980000,61.650002,62.470001,62.470001,9810600
2021-09-20,61.150002,61.320000,59.840000,60.950001,60.950001,12194300
2021-09-21,61.509998,63.299999,61.509998,62.779999,62.779999,10400300
2021-09-22,62.049999,64.629997,61.259998,64.250000,64.250000,13052300
2021-09-23,64.790001,66.930000,64.040001,66.690002,66.690002,15123500
2021-09-24,66.089996,67.449997,65.459999,67.220001,67.220001,11035700
2021-09-27,66.610001,67.089996,65.220001,65.370003,65.370003,11264900
2021-09-28,64.360001,64.540001,62.160000,62.450001,62.450001,9866600
2021-09-29,62.939999,63.360001,60.009998,60.070000,60.070000,9256100
2021-09-30,60.380001,61.230000,59.860001,60.389999,60.389999,9372600
2021-10-01,60.810001,62.139999,60.560001,61.980000,61.980000,9728400
2021-10-04,61.040001,61.160000,57.639999,58.389999,58.389999,17381300
2021-10-05,59.209999,60.669998,58.820000,59.860001,59.860001,12006500
2021-10-06,58.950001,61.709999,58.790001,61.290001,61.290001,10648100
2021-10-07,62.200001,64.360001,62.150002,63.970001,63.970001,15010400
2021-10-08,64.250000,64.339996,63.310001,63.680000,63.680000,8098800
2021-10-11,62.990002,63.509998,62.070000,62.099998,62.099998,9020400
2021-10-12,61.680000,62.799999,60.790001,61.450001,61.450001,9952100
2021-10-13,61.959999,62.740002,61.509998,62.200001,62.200001,9423500
2021-10-14,63.009998,63.779999,62.750000,63.169998,63.169998,6807900
2021-10-15,63.240002,63.430000,62.290001,62.770000,62.770000,6693600
2021-10-18,62.689999,65.070000,62.669998,64.839996,64.839996,10359500
2021-10-19,65.139999,67.360001,64.300003,66.110001,66.110001,11486900
2021-10-20,66.360001,68.410004,65.540001,65.800003,65.800003,15938400
2021-10-21,65.669998,65.980003,64.730003,65.400002,65.400002,10918500
2021-10-22,63.810001,64.470001,62.090000,62.240002,62.240002,17636400
2021-10-25,61.520000,62.669998,60.450001,62.110001,62.110001,15874500
2021-10-26,62.660000,63.080002,60.939999,61.430000,61.430000,22676100
2021-10-27,60.049999,60.160000,54.790001,54.810001,54.810001,48107700
2021-10-28,55.080002,55.639999,53.889999,54.290001,54.290001,22508400
2021-10-29,54.009998,54.480000,53.150002,53.540001,53.540001,14832400
2021-11-01,53.560001,55.330002,53.410000,55.110001,55.110001,14747000
2021-11-02,55.040001,55.080002,53.779999,53.990002,53.990002,11571400
2021-11-03,53.680000,54.549999,53.099998,54.529999,54.529999,9774200
2021-11-04,54.580002,54.840000,53.180000,53.680000,53.680000,11284700
2021-11-05,54.110001,54.180000,52.810001,53.150002,53.150002,13273800
2021-11-08,53.450001,54.320000,53.160000,54.080002,54.080002,10565500
2021-11-09,54.110001,54.930000,53.160000,53.700001,53.700001,11230100
2021-11-10,53.250000,53.980000,51.750000,52.330002,52.330002,18858400
2021-11-11,52.590000,52.840000,51.840000,51.980000,51.980000,13972100
2021-11-12,52.299999,52.810001,51.919998,52.250000,52.250000,13287600
2021-11-15,52.410000,53.910000,52.410000,52.950001,52.950001,21965600
2021-11-16,52.860001,53.000000,51.880001,52.110001,52.110001,10743600
2021-11-17,52.029999,52.139999,50.580002,50.610001,50.610001,16968800
2021-11-18,50.650002,50.830002,48.459999,48.599998,48.599998,22373500
2021-11-19,49.119999,50.369999,48.400002,48.400002,48.400002,26162400
2021-11-22,48.509998,48.549999,46.520000,47.310001,47.310001,26620100
2021-11-23,47.200001,47.459999,45.980000,47.139999,47.139999,19663700
2021-11-24,46.660000,47.639999,46.160000,47.520000,47.520000,9979500
2021-11-26,46.639999,47.349998,46.230000,47.070000,47.070000,7861300
2021-11-29,51.880001,52.270000,45.619999,45.779999,45.779999,71686600
2021-11-30,45.509998,45.849998,43.000000,43.939999,43.939999,36213400
2021-12-01,44.910000,46.500000,42.799999,42.820000,42.820000,34082600
2021-12-02,43.060001,43.160000,41.750000,42.650002,42.650002,24374800
2021-12-03,42.820000,43.099998,41.009998,42.070000,42.070000,26133700
2021-12-06,42.110001,44.720001,41.750000,44.470001,44.470001,26228700
2021-12-07,45.070000,46.340000,44.320000,44.459999,44.459999,21200500
2021-12-08,44.599998,46.200001,44.340000,45.720001,45.720001,18408200
2021-12-09,47.209999,48.220001,46.410000,46.459999,46.459999,26145200
2021-12-10,46.599998,46.599998,44.970001,45.560001,45.560001,14060600
2021-12-13,45.549999,45.900002,43.779999,44.599998,44.599998,11710300
2021-12-14,44.040001,44.689999,43.700001,44.349998,44.349998,11205400
2021-12-15,44.000000,44.240002,42.740002,44.070000,44.070000,14962100
2021-12-16,44.430000,45.029999,42.720001,43.130001,43.130001,13052600
2021-12-17,42.700001,44.029999,41.630001,43.070000,43.070000,29138000
2021-12-20,42.369999,43.270000,41.790001,42.980000,42.980000,12319500
2021-12-21,43.230000,44.450001,42.730000,44.360001,44.360001,9537400
2021-12-22,44.049999,44.560001,43.630001,43.900002,43.900002,10134800
2021-12-23,44.000000,44.529999,43.000000,44.160000,44.160000,8977600
2021-12-27,44.209999,44.919998,44.130001,44.330002,44.330002,8589700
2021-12-28,44.209999,44.779999,43.230000,43.430000,43.430000,8831000
2021-12-29,43.169998,43.549999,42.560001,42.759998,42.759998,8732900
2021-12-30,42.770000,45.090000,42.630001,44.459999,44.459999,14541100
2021-12-31,44.340000,44.759998,43.180000,43.220001,43.220001,9829600
2022-01-03,43.500000,43.689999,42.480000,42.660000,42.660000,14431900
2022-01-04,42.849998,42.970001,40.360001,40.849998,40.849998,21422400
2022-01-05,40.799999,41.880001,39.450001,39.500000,39.500000,22008600
2022-01-06,39.500000,40.439999,38.689999,39.590000,39.590000,16613400
2022-01-07,39.650002,40.689999,39.320000,39.669998,39.669998,14669900
2022-01-10,39.330002,40.029999,38.220001,39.970001,39.970001,14997300
2022-01-11,39.790001,40.939999,39.599998,40.660000,40.660000,13815400
2022-01-12,40.880001,41.480000,39.770000,40.250000,40.250000,10439000
2022-01-13,40.150002,40.340000,38.610001,38.700001,38.700001,15075600
2022-01-14,38.430000,39.049999,37.509998,38.439999,38.439999,14849800
2022-01-18,37.720001,38.200001,37.130001,37.299999,37.299999,14896800
2022-01-19,37.130001,38.279999,37.009998,37.349998,37.349998,19798000
2022-01-20,37.840000,39.029999,37.200001,37.279999,37.279999,17688900
2022-01-21,36.900002,37.080002,34.799999,34.820000,34.820000,25674100
2022-01-24,33.700001,35.139999,32.049999,35.060001,35.060001,31916600
2022-01-25,34.220001,34.990002,33.619999,34.169998,34.169998,19205800
2022-01-26,34.970001,35.430000,33.270000,33.619999,33.619999,21377900
2022-01-27,34.139999,35.139999,33.810001,33.840000,33.840000,16637300
2022-01-28,33.790001,35.299999,33.599998,35.270000,35.270000,14368700
2022-01-31,35.430000,37.560001,35.340000,37.509998,37.509998,17558300
2022-02-01,37.840000,38.169998,36.869999,38.119999,38.119999,14628200
2022-02-02,38.290001,38.290001,36.250000,36.509998,36.509998,18993000
2022-02-03,33.840000,35.180000,33.840000,34.480000,34.480000,32803400
2022-02-04,35.660000,37.439999,34.759998,36.939999,36.939999,23579600
2022-02-07,36.720001,37.330002,35.900002,36.040001,36.040001,22770500
2022-02-08,35.520000,36.270000,35.150002,35.980000,35.980000,17194900
2022-02-09,36.500000,37.919998,36.139999,37.830002,37.830002,24473500
2022-02-10,36.560001,39.099998,36.220001,37.080002,37.080002,48150300
2022-02-11,37.419998,37.759998,35.660000,35.840000,35.840000,23516800
2022-02-14,35.619999,36.610001,35.500000,35.689999,35.689999,15212600
2022-02-15,36.230000,37.000000,36.060001,36.980000,36.980000,21350400
2022-02-16,35.970001,36.279999,35.520000,36.240002,36.240002,17602400
2022-02-17,35.990002,36.610001,35.320000,35.430000,35.430000,16524400
2022-02-18,35.490002,35.660000,34.099998,34.320000,34.320000,15339000
2022-02-22,33.660000,33.930000,32.750000,32.930000,32.930000,16913100
2022-02-23,33.250000,33.459999,32.419998,32.759998,32.759998,15102100
2022-02-24,31.299999,35.070000,31.299999,34.980000,34.980000,22551000
2022-02-25,35.119999,35.299999,34.130001,35.290001,35.290001,15394900
2022-02-28,34.950001,36.049999,34.849998,35.549999,35.549999,17962000
2022-03-01,35.509998,36.130001,34.709999,35.560001,35.560001,17948000
2022-03-02,35.770000,35.770000,34.130001,34.619999,34.619999,18255100
2022-03-03,34.900002,35.180000,33.450001,33.490002,33.490002,18792000
2022-03-04,33.750000,34.230000,32.950001,33.389999,33.389999,17504000
2022-03-07,33.509998,33.880001,32.400002,32.419998,32.419998,18780200
2022-03-08,32.270000,33.830002,31.950001,32.680000,32.680000,17410600
2022-03-09,33.549999,34.529999,33.299999,34.369999,34.369999,16886000
2022-03-10,33.630001,34.439999,33.369999,34.119999,34.119999,12583300
2022-03-11,34.040001,34.110001,32.880001,33.000000,33.000000,15751900
2022-03-14,32.689999,33.950001,32.480000,33.029999,33.029999,17551500
2022-03-15,33.119999,34.520000,33.000000,33.970001,33.970001,14678000
2022-03-16,34.900002,35.650002,34.320000,35.369999,35.369999,25197000
2022-03-17,35.209999,37.709999,34.889999,37.299999,37.299999,30853100
2022-03-18,37.459999,39.049999,37.180000,37.770000,37.770000,35946300
2022-03-21,37.700001,37.889999,36.639999,37.439999,37.439999,20298700
2022-03-22,37.639999,39.049999,37.619999,38.430000,38.430000,17162100
2022-03-23,38.000000,38.750000,37.580002,38.000000,38.000000,12993600
2022-03-24,38.330002,39.090000,38.230000,38.820000,38.820000,18281400
2022-03-25,38.990002,39.470001,37.689999,38.599998,38.599998,20787500
2022-03-28,38.439999,39.299999,38.299999,39.119999,39.119999,14225600
2022-03-29,39.480000,40.959999,39.389999,40.689999,40.689999,17855400
2022-03-30,40.349998,40.349998,38.570000,39.000000,39.000000,15804300
2022-03-31,39.110001,39.230000,38.410000,38.689999,38.689999,13208300
2022-04-01,39.160000,39.849998,39.000000,39.310001,39.310001,12122600
2022-04-04,47.869999,51.369999,46.860001,49.970001,49.970001,268465400
2022-04-05,53.849998,54.570000,50.560001,50.980000,50.980000,217520100
2022-04-06,50.040001,52.869999,49.299999,50.770000,50.770000,159034700
2022-04-07,50.470001,51.639999,46.549999,48.029999,48.029999,120844100
2022-04-08,47.299999,48.439999,45.830002,46.230000,46.230000,83262600
2022-04-11,45.750000,47.980000,44.709999,47.009998,47.009998,117814000
2022-04-12,47.029999,47.549999,44.439999,44.480000,44.480000,60794000
2022-04-13,44.799999,46.330002,44.549999,45.849998,45.849998,44306700
2022-04-14,48.369999,48.500000,44.720001,45.080002,45.080002,257199200
2022-04-18,46.240002,48.730000,44.360001,48.450001,48.450001,150337261
